Fecha,ID,Nombre,Hora Entrada,Hora Salida,Horas Trabajadas,Horas Extras,Ausente
2023-03-14,008,Dario Gomez,09:00,18:00,7.7,0.0,No
2023-09-28,008,Dario Gomez,,,0.0,0.0,Sí
2023-05-01,007,Manuel Longas,08:15,18:00,7.2,0.0,No
2023-06-28,012,Megan Fox,08:15,17:30,8.2,0.1999999999999993,No
2023-03-09,001,Juan Pérez,08:00,18:30,7.4,0.0,No
2023-01-30,008,Dario Gomez,,,0.0,0.0,Sí
2023-05-22,010,James Rodriguez,09:00,17:30,7.0,0.0,No
2023-03-31,008,Dario Gomez,08:15,18:00,8.4,0.40000000000000036,No
2023-08-01,004,Laura Díaz,08:15,18:30,7.5,0.0,No
2023-12-06,002,Ana Gómez,08:00,17:00,7.3,0.0,No
2023-12-09,004,Laura Díaz,08:00,18:00,8.3,0.3000000000000007,No
2023-12-05,010,James Rodriguez,,,0.0,0.0,Sí
2023-12-07,009,Donal Trump,,,0.0,0.0,Sí
2023-09-22,010,James Rodriguez,,,0.0,0.0,Sí
2023-11-08,009,Donal Trump,08:15,17:30,8.5,0.5,No
2023-11-25,010,James Rodriguez,08:00,17:30,7.7,0.0,No
2023-09-11,001,Juan Pérez,,,0.0,0.0,Sí
2023-07-06,002,Ana Gómez,08:00,17:30,8.0,0.0,No
2023-04-09,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-12-09,012,Megan Fox,,,0.0,0.0,Sí
2023-12-01,007,Manuel Longas,08:00,18:00,7.7,0.0,No
2023-02-03,012,Megan Fox,,,0.0,0.0,Sí
2023-10-27,011,Esperanza Gomez,08:00,18:30,9.0,1.0,No
2023-02-04,007,Manuel Longas,09:00,17:00,8.2,0.1999999999999993,No
2023-05-26,012,Megan Fox,09:00,17:30,7.3,0.0,No
2023-12-09,002,Ana Gómez,,,0.0,0.0,Sí
2023-05-31,004,Laura Díaz,,,0.0,0.0,Sí
2023-08-12,012,Megan Fox,08:00,18:30,8.7,0.6999999999999993,No
2023-06-17,005,Sofía Castillo,,,0.0,0.0,Sí
2023-01-29,003,Carlos Ruiz,09:00,18:00,7.3,0.0,No
2023-10-14,007,Manuel Longas,08:15,18:00,8.5,0.5,No
2023-10-04,009,Donal Trump,08:15,18:30,8.8,0.8000000000000007,No
2023-05-23,001,Juan Pérez,,,0.0,0.0,Sí
2023-03-14,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-04-08,001,Juan Pérez,,,0.0,0.0,Sí
2023-10-29,002,Ana Gómez,09:00,17:30,8.8,0.8000000000000007,No
2023-11-11,011,Esperanza Gomez,09:00,18:00,8.8,0.8000000000000007,No
2023-11-02,003,Carlos Ruiz,08:00,17:00,8.3,0.3000000000000007,No
2023-09-27,004,Laura Díaz,08:15,18:00,7.0,0.0,No
2023-07-21,009,Donal Trump,09:00,17:00,8.7,0.6999999999999993,No
2023-05-22,009,Donal Trump,09:00,17:00,8.2,0.1999999999999993,No
2023-07-27,007,Manuel Longas,08:15,17:30,8.0,0.0,No
2023-11-28,005,Sofía Castillo,08:00,18:30,7.2,0.0,No
2023-02-20,005,Sofía Castillo,08:15,17:00,8.2,0.1999999999999993,No
2023-08-05,010,James Rodriguez,08:15,17:00,7.8,0.0,No
2023-03-24,004,Laura Díaz,,,0.0,0.0,Sí
2023-08-08,012,Megan Fox,09:00,18:00,9.0,1.0,No
2023-06-26,001,Juan Pérez,09:00,17:30,7.7,0.0,No
2023-01-12,010,James Rodriguez,08:15,17:30,8.8,0.8000000000000007,No
2023-11-19,004,Laura Díaz,08:15,17:00,8.0,0.0,No
2023-10-09,002,Ana Gómez,09:00,18:30,8.1,0.09999999999999964,No
2023-03-08,003,Carlos Ruiz,08:15,17:00,7.1,0.0,No
2023-01-23,003,Carlos Ruiz,08:00,17:30,7.8,0.0,No
2023-08-12,010,James Rodriguez,08:15,18:00,8.6,0.5999999999999996,No
2023-11-22,001,Juan Pérez,08:00,17:30,7.6,0.0,No
2023-01-21,012,Megan Fox,09:00,18:30,8.1,0.09999999999999964,No
2023-08-24,007,Manuel Longas,08:00,17:30,8.6,0.5999999999999996,No
2023-07-21,008,Dario Gomez,08:00,17:30,7.3,0.0,No
2023-03-08,008,Dario Gomez,08:00,17:00,8.7,0.6999999999999993,No
2023-04-03,003,Carlos Ruiz,08:15,18:30,8.9,0.9000000000000004,No
2023-07-09,009,Donal Trump,08:15,17:00,7.4,0.0,No
2023-11-13,010,James Rodriguez,08:15,17:30,9.0,1.0,No
2023-10-26,005,Sofía Castillo,,,0.0,0.0,Sí
2023-10-01,009,Donal Trump,08:00,18:00,7.1,0.0,No
2023-10-24,004,Laura Díaz,08:00,18:30,7.3,0.0,No
2023-02-17,001,Juan Pérez,09:00,17:30,7.1,0.0,No
2023-04-13,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-05-30,001,Juan Pérez,08:00,17:00,7.8,0.0,No
2023-06-04,005,Sofía Castillo,09:00,18:30,8.7,0.6999999999999993,No
2023-12-13,001,Juan Pérez,08:00,17:00,7.9,0.0,No
2023-01-10,001,Juan Pérez,08:00,17:30,7.4,0.0,No
2023-03-09,009,Donal Trump,09:00,17:00,8.3,0.3000000000000007,No
2023-10-20,011,Esperanza Gomez,09:00,17:00,8.7,0.6999999999999993,No
2023-03-09,010,James Rodriguez,08:00,17:00,7.7,0.0,No
2023-05-20,009,Donal Trump,08:15,17:30,7.6,0.0,No
2023-08-06,008,Dario Gomez,09:00,17:00,8.5,0.5,No
2023-01-12,003,Carlos Ruiz,09:00,18:30,7.6,0.0,No
2023-01-10,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-01-12,012,Megan Fox,,,0.0,0.0,Sí
2023-07-01,002,Ana Gómez,,,0.0,0.0,Sí
2023-04-05,010,James Rodriguez,08:15,17:30,8.4,0.40000000000000036,No
2023-09-30,002,Ana Gómez,,,0.0,0.0,Sí
2023-06-09,002,Ana Gómez,08:00,17:00,8.8,0.8000000000000007,No
2023-10-02,008,Dario Gomez,08:00,17:00,8.9,0.9000000000000004,No
2023-10-22,005,Sofía Castillo,,,0.0,0.0,Sí
2023-12-20,009,Donal Trump,08:00,17:00,8.6,0.5999999999999996,No
2023-01-01,008,Dario Gomez,,,0.0,0.0,Sí
2023-11-20,001,Juan Pérez,,,0.0,0.0,Sí
2023-02-23,002,Ana Gómez,08:15,18:30,8.0,0.0,No
2023-10-06,002,Ana Gómez,09:00,17:00,8.5,0.5,No
2023-06-21,009,Donal Trump,08:00,18:00,7.5,0.0,No
2023-08-26,004,Laura Díaz,08:00,17:00,8.9,0.9000000000000004,No
2023-08-31,009,Donal Trump,09:00,18:30,7.4,0.0,No
2023-06-16,009,Donal Trump,08:15,18:00,8.9,0.9000000000000004,No
2023-02-14,001,Juan Pérez,09:00,18:30,8.1,0.09999999999999964,No
2023-11-25,008,Dario Gomez,08:00,18:00,7.0,0.0,No
2023-01-21,012,Megan Fox,08:15,18:00,8.4,0.40000000000000036,No
2023-06-23,007,Manuel Longas,09:00,18:30,9.0,1.0,No
2023-07-25,012,Megan Fox,,,0.0,0.0,Sí
2023-05-16,007,Manuel Longas,08:00,18:30,8.7,0.6999999999999993,No
2023-02-18,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-04-26,012,Megan Fox,09:00,18:00,7.9,0.0,No
2023-09-18,007,Manuel Longas,08:00,17:30,7.3,0.0,No
2023-10-31,007,Manuel Longas,08:15,18:00,7.5,0.0,No
2023-10-31,007,Manuel Longas,08:15,17:00,7.2,0.0,No
2023-07-27,010,James Rodriguez,09:00,18:00,7.2,0.0,No
2023-05-31,012,Megan Fox,,,0.0,0.0,Sí
2023-04-13,001,Juan Pérez,08:00,17:00,7.3,0.0,No
2023-03-21,002,Ana Gómez,,,0.0,0.0,Sí
2023-08-28,001,Juan Pérez,09:00,17:30,8.7,0.6999999999999993,No
2023-04-10,007,Manuel Longas,,,0.0,0.0,Sí
2023-12-28,004,Laura Díaz,09:00,17:30,8.1,0.09999999999999964,No
2023-03-28,011,Esperanza Gomez,09:00,18:00,8.9,0.9000000000000004,No
2023-09-01,010,James Rodriguez,08:15,17:30,8.3,0.3000000000000007,No
2023-02-01,010,James Rodriguez,08:00,18:00,7.3,0.0,No
2023-06-11,002,Ana Gómez,08:00,17:30,7.0,0.0,No
2023-08-19,007,Manuel Longas,,,0.0,0.0,Sí
2023-11-10,012,Megan Fox,08:15,18:00,7.7,0.0,No
2023-03-26,004,Laura Díaz,09:00,18:00,7.4,0.0,No
2023-02-27,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-09-25,004,Laura Díaz,08:15,18:30,8.5,0.5,No
2023-04-28,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-10-21,008,Dario Gomez,09:00,17:30,8.5,0.5,No
2023-01-20,009,Donal Trump,,,0.0,0.0,Sí
2023-04-01,001,Juan Pérez,09:00,18:30,8.8,0.8000000000000007,No
2023-07-21,007,Manuel Longas,09:00,17:30,8.3,0.3000000000000007,No
2023-09-13,012,Megan Fox,08:15,17:00,8.7,0.6999999999999993,No
2023-10-04,005,Sofía Castillo,09:00,17:30,7.6,0.0,No
2023-08-08,007,Manuel Longas,09:00,18:00,8.9,0.9000000000000004,No
2023-11-10,004,Laura Díaz,08:15,18:00,7.2,0.0,No
2023-05-27,011,Esperanza Gomez,08:15,17:30,8.5,0.5,No
2023-02-09,001,Juan Pérez,08:00,17:00,8.1,0.09999999999999964,No
2023-05-12,010,James Rodriguez,08:00,17:30,8.6,0.5999999999999996,No
2023-04-26,007,Manuel Longas,09:00,17:30,9.0,1.0,No
2023-11-13,008,Dario Gomez,08:15,18:30,7.5,0.0,No
2023-11-23,007,Manuel Longas,08:00,18:30,7.0,0.0,No
2023-03-04,008,Dario Gomez,09:00,17:00,8.4,0.40000000000000036,No
2023-04-30,004,Laura Díaz,08:00,17:30,7.8,0.0,No
2023-01-09,008,Dario Gomez,,,0.0,0.0,Sí
2023-08-30,001,Juan Pérez,08:15,17:00,7.2,0.0,No
2023-05-17,012,Megan Fox,08:15,17:00,7.5,0.0,No
2023-03-26,010,James Rodriguez,08:00,17:30,8.2,0.1999999999999993,No
2023-04-05,010,James Rodriguez,08:15,18:00,8.1,0.09999999999999964,No
2023-10-13,004,Laura Díaz,09:00,17:30,8.4,0.40000000000000036,No
2023-04-02,008,Dario Gomez,08:00,17:00,8.4,0.40000000000000036,No
2023-08-26,009,Donal Trump,08:15,18:00,8.6,0.5999999999999996,No
2023-05-16,009,Donal Trump,08:00,18:00,8.8,0.8000000000000007,No
2023-12-16,010,James Rodriguez,08:15,17:30,9.0,1.0,No
2023-10-06,003,Carlos Ruiz,08:00,17:30,7.9,0.0,No
2023-05-22,001,Juan Pérez,08:15,17:00,7.7,0.0,No
2023-06-16,003,Carlos Ruiz,09:00,18:00,7.3,0.0,No
2023-06-25,011,Esperanza Gomez,09:00,18:00,7.1,0.0,No
2023-04-12,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-05-11,007,Manuel Longas,08:15,18:00,7.1,0.0,No
2023-11-18,012,Megan Fox,08:15,18:00,8.0,0.0,No
2023-02-17,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-02-02,009,Donal Trump,09:00,18:30,8.9,0.9000000000000004,No
2023-05-04,007,Manuel Longas,,,0.0,0.0,Sí
2023-10-08,010,James Rodriguez,09:00,18:30,8.3,0.3000000000000007,No
2023-02-01,008,Dario Gomez,08:15,17:00,8.8,0.8000000000000007,No
2023-09-06,007,Manuel Longas,08:15,17:00,7.8,0.0,No
2023-04-03,009,Donal Trump,08:15,18:30,8.8,0.8000000000000007,No
2023-06-19,010,James Rodriguez,09:00,17:30,8.0,0.0,No
2023-10-10,008,Dario Gomez,09:00,17:00,8.4,0.40000000000000036,No
2023-11-27,008,Dario Gomez,08:00,18:30,7.7,0.0,No
2023-01-06,005,Sofía Castillo,08:00,18:30,7.9,0.0,No
2023-03-06,003,Carlos Ruiz,08:00,18:00,7.5,0.0,No
2023-06-27,011,Esperanza Gomez,09:00,18:00,7.9,0.0,No
2023-03-28,010,James Rodriguez,08:00,17:00,8.4,0.40000000000000036,No
2023-04-15,003,Carlos Ruiz,09:00,18:30,8.8,0.8000000000000007,No
2023-02-01,007,Manuel Longas,,,0.0,0.0,Sí
2023-02-13,001,Juan Pérez,09:00,18:30,7.2,0.0,No
2023-08-05,002,Ana Gómez,09:00,17:00,8.0,0.0,No
2023-12-15,005,Sofía Castillo,09:00,18:00,7.7,0.0,No
2023-04-10,007,Manuel Longas,08:00,17:30,8.9,0.9000000000000004,No
2023-04-04,007,Manuel Longas,08:00,17:00,7.2,0.0,No
2023-05-28,004,Laura Díaz,08:00,18:00,7.0,0.0,No
2023-04-06,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-04-03,012,Megan Fox,08:00,17:00,8.4,0.40000000000000036,No
2023-01-31,010,James Rodriguez,08:00,17:30,7.8,0.0,No
2023-02-11,001,Juan Pérez,09:00,17:00,7.5,0.0,No
2023-03-03,010,James Rodriguez,08:00,17:00,7.7,0.0,No
2023-04-04,008,Dario Gomez,09:00,18:00,8.1,0.09999999999999964,No
2023-08-25,012,Megan Fox,09:00,18:30,8.8,0.8000000000000007,No
2023-06-04,004,Laura Díaz,,,0.0,0.0,Sí
2023-02-25,010,James Rodriguez,08:15,17:30,7.9,0.0,No
2023-09-16,007,Manuel Longas,,,0.0,0.0,Sí
2023-10-05,009,Donal Trump,08:15,17:00,8.0,0.0,No
2023-02-07,001,Juan Pérez,09:00,18:00,8.0,0.0,No
2023-06-21,004,Laura Díaz,08:00,17:30,7.7,0.0,No
2023-10-24,001,Juan Pérez,,,0.0,0.0,Sí
2023-01-02,001,Juan Pérez,08:00,17:00,8.3,0.3000000000000007,No
2023-06-28,012,Megan Fox,08:00,17:30,8.6,0.5999999999999996,No
2023-02-21,007,Manuel Longas,09:00,17:30,7.1,0.0,No
2023-01-17,009,Donal Trump,08:00,18:00,8.9,0.9000000000000004,No
2023-05-26,010,James Rodriguez,08:15,17:30,7.2,0.0,No
2023-05-26,004,Laura Díaz,08:00,17:30,7.9,0.0,No
2023-11-18,002,Ana Gómez,08:15,17:30,8.0,0.0,No
2023-06-02,011,Esperanza Gomez,08:15,17:30,8.7,0.6999999999999993,No
2023-11-29,010,James Rodriguez,09:00,17:30,7.7,0.0,No
2023-06-26,004,Laura Díaz,08:15,18:00,7.2,0.0,No
2023-12-24,009,Donal Trump,,,0.0,0.0,Sí
2023-08-25,002,Ana Gómez,,,0.0,0.0,Sí
2023-03-14,010,James Rodriguez,,,0.0,0.0,Sí
2023-04-04,009,Donal Trump,08:15,18:00,8.3,0.3000000000000007,No
2023-03-11,004,Laura Díaz,08:00,18:00,8.0,0.0,No
2023-11-13,012,Megan Fox,,,0.0,0.0,Sí
2023-10-13,002,Ana Gómez,08:15,18:00,7.2,0.0,No
2023-10-22,007,Manuel Longas,,,0.0,0.0,Sí
2023-11-20,011,Esperanza Gomez,09:00,17:30,7.9,0.0,No
2023-02-09,007,Manuel Longas,,,0.0,0.0,Sí
2023-01-06,010,James Rodriguez,09:00,17:00,8.3,0.3000000000000007,No
2023-04-14,010,James Rodriguez,08:15,17:00,8.4,0.40000000000000036,No
2023-01-22,009,Donal Trump,,,0.0,0.0,Sí
2023-05-04,004,Laura Díaz,08:00,18:00,7.5,0.0,No
2023-09-17,002,Ana Gómez,08:00,18:30,8.7,0.6999999999999993,No
2023-02-23,004,Laura Díaz,08:15,17:30,8.3,0.3000000000000007,No
2023-04-02,009,Donal Trump,08:15,17:30,8.4,0.40000000000000036,No
2023-01-14,002,Ana Gómez,,,0.0,0.0,Sí
2023-11-24,007,Manuel Longas,08:00,18:00,8.3,0.3000000000000007,No
2023-04-21,009,Donal Trump,,,0.0,0.0,Sí
2023-09-24,002,Ana Gómez,09:00,17:30,7.6,0.0,No
2023-01-02,004,Laura Díaz,08:00,17:30,7.1,0.0,No
2023-01-19,002,Ana Gómez,,,0.0,0.0,Sí
2023-11-22,001,Juan Pérez,09:00,17:30,8.7,0.6999999999999993,No
2023-11-11,012,Megan Fox,08:15,18:00,7.4,0.0,No
2023-09-04,011,Esperanza Gomez,09:00,17:00,8.0,0.0,No
2023-02-22,012,Megan Fox,,,0.0,0.0,Sí
2023-12-22,005,Sofía Castillo,08:00,17:00,7.4,0.0,No
2023-09-16,004,Laura Díaz,09:00,17:30,7.6,0.0,No
2023-01-17,007,Manuel Longas,09:00,17:00,8.2,0.1999999999999993,No
2023-07-10,004,Laura Díaz,09:00,17:00,7.3,0.0,No
2023-01-31,004,Laura Díaz,08:15,17:30,8.7,0.6999999999999993,No
2024-01-01,008,Dario Gomez,,,0.0,0.0,Sí
2023-07-14,001,Juan Pérez,09:00,17:00,7.7,0.0,No
2023-10-27,008,Dario Gomez,,,0.0,0.0,Sí
2023-04-16,002,Ana Gómez,08:00,18:30,7.5,0.0,No
2023-10-14,008,Dario Gomez,,,0.0,0.0,Sí
2023-08-01,002,Ana Gómez,08:15,18:30,7.3,0.0,No
2023-10-09,003,Carlos Ruiz,09:00,18:30,7.2,0.0,No
2023-03-16,002,Ana Gómez,08:15,18:00,7.7,0.0,No
2023-09-16,007,Manuel Longas,09:00,17:30,7.3,0.0,No
2023-12-12,007,Manuel Longas,09:00,17:30,8.6,0.5999999999999996,No
2024-01-01,007,Manuel Longas,,,0.0,0.0,Sí
2023-09-27,003,Carlos Ruiz,08:00,17:00,7.6,0.0,No
2023-08-13,009,Donal Trump,08:15,17:00,7.9,0.0,No
2023-11-19,012,Megan Fox,08:15,17:00,8.2,0.1999999999999993,No
2023-12-12,002,Ana Gómez,08:00,17:30,7.5,0.0,No
2023-01-18,003,Carlos Ruiz,08:15,18:00,8.1,0.09999999999999964,No
2023-03-29,007,Manuel Longas,,,0.0,0.0,Sí
2023-03-11,004,Laura Díaz,08:15,18:30,8.0,0.0,No
2023-07-31,004,Laura Díaz,,,0.0,0.0,Sí
2023-05-14,005,Sofía Castillo,08:15,17:00,7.4,0.0,No
2023-02-06,009,Donal Trump,,,0.0,0.0,Sí
2023-01-23,012,Megan Fox,08:00,17:30,8.7,0.6999999999999993,No
2023-09-07,007,Manuel Longas,08:15,18:00,7.6,0.0,No
2023-11-03,009,Donal Trump,,,0.0,0.0,Sí
2023-01-15,003,Carlos Ruiz,08:00,18:00,8.1,0.09999999999999964,No
2023-03-28,011,Esperanza Gomez,08:00,17:30,8.2,0.1999999999999993,No
2023-02-18,002,Ana Gómez,,,0.0,0.0,Sí
2023-06-04,010,James Rodriguez,09:00,18:00,7.3,0.0,No
2023-05-24,001,Juan Pérez,,,0.0,0.0,Sí
2023-08-11,004,Laura Díaz,08:00,18:30,8.7,0.6999999999999993,No
2023-01-28,008,Dario Gomez,,,0.0,0.0,Sí
2023-12-14,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-02-04,007,Manuel Longas,08:15,17:30,7.9,0.0,No
2023-12-05,007,Manuel Longas,09:00,17:30,8.5,0.5,No
2023-03-23,001,Juan Pérez,,,0.0,0.0,Sí
2023-09-16,010,James Rodriguez,08:15,17:00,8.1,0.09999999999999964,No
2023-06-06,011,Esperanza Gomez,08:00,17:30,8.2,0.1999999999999993,No
2023-02-02,011,Esperanza Gomez,09:00,17:00,8.4,0.40000000000000036,No
2023-04-09,009,Donal Trump,,,0.0,0.0,Sí
2023-07-31,005,Sofía Castillo,09:00,17:30,7.9,0.0,No
2023-06-25,012,Megan Fox,,,0.0,0.0,Sí
2023-04-03,007,Manuel Longas,,,0.0,0.0,Sí
2023-03-07,012,Megan Fox,,,0.0,0.0,Sí
2023-11-27,002,Ana Gómez,09:00,18:00,8.9,0.9000000000000004,No
2023-11-16,004,Laura Díaz,09:00,18:00,8.3,0.3000000000000007,No
2023-03-08,007,Manuel Longas,08:00,18:00,7.0,0.0,No
2023-03-26,004,Laura Díaz,08:15,18:00,8.6,0.5999999999999996,No
2023-01-25,004,Laura Díaz,09:00,17:30,8.4,0.40000000000000036,No
2023-02-27,003,Carlos Ruiz,08:00,17:00,7.7,0.0,No
2023-07-22,002,Ana Gómez,08:15,17:00,8.1,0.09999999999999964,No
2023-07-24,003,Carlos Ruiz,09:00,18:30,8.3,0.3000000000000007,No
2023-11-28,011,Esperanza Gomez,08:15,17:00,8.4,0.40000000000000036,No
2023-03-30,002,Ana Gómez,08:15,17:00,7.2,0.0,No
2023-01-05,007,Manuel Longas,08:15,18:00,7.9,0.0,No
2023-04-05,005,Sofía Castillo,08:15,17:30,8.1,0.09999999999999964,No
2023-10-17,003,Carlos Ruiz,,,0.0,0.0,Sí
2023-06-13,010,James Rodriguez,,,0.0,0.0,Sí
2023-08-11,011,Esperanza Gomez,,,0.0,0.0,Sí
2023-10-07,010,James Rodriguez,08:00,17:30,8.6,0.5999999999999996,No
2023-03-30,005,Sofía Castillo,08:00,17:00,7.9,0.0,No
2023-09-20,005,Sofía Castillo,08:15,17:30,7.1,0.0,No
2023-05-17,005,Sofía Castillo,,,0.0,0.0,Sí
2023-10-23,003,Carlos Ruiz,09:00,17:00,7.6,0.0,No
2023-10-16,007,Manuel Longas,08:15,18:30,8.9,0.9000000000000004,No
2023-01-13,009,Donal Trump,08:00,17:30,7.2,0.0,No
2023-09-23,004,Laura Díaz,08:15,18:00,8.7,0.6999999999999993,No
2023-06-12,001,Juan Pérez,08:15,18:00,7.5,0.0,No
2023-01-10,009,Donal Trump,08:00,17:00,8.4,0.40000000000000036,No
